"Cod";"Municipio";"Total";"Algodao";"Arroz";"Feijao";"Mandioca";"Milho";"Soja";"Trigo"
"3512803";"Cosmópolis (SP)";"..";"-";"-";"-";"2408";"7219";"263";"-"
"3512902";"Cosmorama (SP)";"..";"-";"-";"-";"60";"2670";"540";"-"
"3513009";"Cotia (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3513108";"Cravinhos (SP)";"..";"-";"-";"-";"-";"1590";"-";"-"
"3513207";"Cristais Paulista (SP)";"..";"-";"-";"-";"-";"11520";"2736";"-"
"3513306";"Cruzália (SP)";"..";"-";"360";"203";"30";"35490";"27000";"180"
"3513405";"Cruzeiro (SP)";"..";"-";"205";"60";"440";"274";"-";"-"
"3513504";"Cubatão (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3513603";"Cunha (SP)";"..";"-";"-";"414";"60";"9000";"-";"-"
"3513702";"Descalvado (SP)";"..";"-";"-";"-";"1525";"3960";"-";"-"
"3513850";"Dirce Reis (SP)";"..";"-";"-";"-";"-";"138";"-";"-"
"3513900";"Divinolândia (SP)";"..";"-";"-";"225";"-";"9900";"-";"-"
"3514007";"Dobrada (SP)";"..";"-";"-";"-";"156";"348";"410";"-"
"3514106";"Dois Córregos (SP)";"..";"-";"-";"-";"-";"2340";"458";"-"
"3514205";"Dolcinópolis (SP)";"..";"-";"-";"-";"-";"153";"-";"-"
"3514304";"Dourado (SP)";"..";"-";"-";"-";"-";"6199";"300";"-"
"3514403";"Dracena (SP)";"..";"-";"-";"56";"620";"1455";"-";"-"
"3514502";"Duartina (SP)";"..";"-";"-";"5";"2800";"765";"-";"-"
"3514601";"Dumont (SP)";"..";"-";"-";"-";"78";"288";"600";"-"
"3514700";"Echaporã (SP)";"..";"-";"-";"30";"29812";"7240";"8064";"-"
"3514809";"Eldorado (SP)";"..";"-";"36";"10";"240";"140";"-";"-"
"3514908";"Elias Fausto (SP)";"..";"-";"-";"-";"300";"3300";"720";"-"
"3514924";"Elisiário (SP)";"..";"-";"-";"-";"106";"-";"-";"-"
"3514957";"Embaúba (SP)";"..";"-";"-";"9";"-";"144";"120";"-"
"3515004";"Embu das Artes (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3515103";"Embu-Guaçu (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3515129";"Emilianópolis (SP)";"..";"-";"-";"-";"-";"960";"1200";"-"
"3515152";"Engenheiro Coelho (SP)";"..";"-";"-";"-";"9900";"8580";"2240";"-"
"3515186";"Espírito Santo do Pinhal (SP)";"..";"-";"-";"72";"140";"6090";"600";"2160"
"3515194";"Espírito Santo do Turvo (SP)";"..";"-";"-";"-";"3250";"4320";"9500";"-"
"3515202";"Estrela d'Oeste (SP)";"..";"-";"-";"-";"-";"2520";"384";"-"
"3515301";"Estrela do Norte (SP)";"..";"-";"-";"-";"-";"360";"230";"-"
"3515350";"Euclides da Cunha Paulista (SP)";"..";"-";"-";"-";"20200";"1590";"750";"-"
"3515400";"Fartura (SP)";"..";"-";"33";"414";"-";"16500";"3960";"-"
"3515509";"Fernandópolis (SP)";"..";"-";"-";"-";"-";"3360";"600";"-"
"3515608";"Fernando Prestes (SP)";"..";"-";"-";"-";"220";"128";"-";"-"
"3515657";"Fernão (SP)";"..";"-";"-";"60";"1280";"1080";"720";"-"
"3515707";"Ferraz de Vasconcelos (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3515806";"Flora Rica (SP)";"..";"-";"-";"48";"5";"4110";"-";"-"
"3515905";"Floreal (SP)";"..";"-";"-";"36";"-";"1432";"110";"-"
"3516002";"Flórida Paulista (SP)";"..";"9";"-";"65";"39";"2256";"854";"-"
"3516101";"Florínea (SP)";"..";"-";"420";"362";"37";"28880";"21126";"240"
"3516200";"Franca (SP)";"..";"-";"-";"96";"410";"2880";"3630";"-"
"3516309";"Francisco Morato (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3516408";"Franco da Rocha (SP)";"..";"-";"-";"-";"230";"-";"-";"-"
"3516507";"Gabriel Monteiro (SP)";"..";"-";"-";"9";"-";"1564";"75";"-"
"3516606";"Gália (SP)";"..";"-";"-";"120";"18875";"2700";"1800";"-"
"3516705";"Garça (SP)";"..";"-";"-";"24";"16750";"19800";"1500";"-"
"3516804";"Gastão Vidigal (SP)";"..";"-";"-";"-";"-";"900";"468";"-"
"3516853";"Gavião Peixoto (SP)";"..";"-";"-";"-";"17820";"6405";"2769";"-"
"3516903";"General Salgado (SP)";"..";"-";"-";"42";"-";"8400";"1800";"-"
"3517000";"Getulina (SP)";"..";"-";"-";"-";"550";"120";"-";"-"
"3517109";"Glicério (SP)";"..";"-";"-";"-";"16";"2170";"3257";"-"
"3517208";"Guaiçara (SP)";"..";"-";"-";"-";"30";"1400";"133";"-"
"3517307";"Guaimbê (SP)";"..";"-";"-";"44";"1750";"1266";"72";"-"
"3517406";"Guaíra (SP)";"..";"-";"-";"6000";"125";"84660";"85200";"-"
"3517505";"Guapiaçu (SP)";"..";"-";"-";"-";"25";"5904";"210";"-"
"3517604";"Guapiara (SP)";"..";"-";"5";"155";"250";"12000";"16200";"10000"
"3517703";"Guará (SP)";"..";"-";"-";"80";"120";"2650";"14149";"-"
"3517802";"Guaraçaí (SP)";"..";"-";"-";"-";"-";"1260";"-";"-"
"3517901";"Guaraci (SP)";"..";"-";"-";"-";"62";"7241";"4797";"-"
"3518008";"Guarani d'Oeste (SP)";"..";"-";"-";"-";"-";"840";"132";"-"
"3518107";"Guarantã (SP)";"..";"-";"-";"-";"300";"1200";"-";"-"
"3518206";"Guararapes (SP)";"..";"-";"-";"-";"-";"6910";"8421";"-"
"3518305";"Guararema (SP)";"..";"-";"-";"152";"2500";"742";"-";"-"
"3518404";"Guaratinguetá (SP)";"..";"-";"15120";"-";"220";"-";"-";"-"
"3518503";"Guareí (SP)";"..";"-";"18";"38";"1700";"13344";"2400";"900"
"3518602";"Guariba (SP)";"..";"-";"-";"-";"-";"1450";"3300";"-"
"3518701";"Guarujá (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3518800";"Guarulhos (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3518859";"Guatapará (SP)";"..";"-";"25";"-";"400";"7379";"1050";"-"
"3518909";"Guzolândia (SP)";"..";"-";"-";"-";"-";"1280";"840";"-"
"3519006";"Herculândia (SP)";"..";"-";"-";"648";"5200";"6270";"263";"-"
"3519055";"Holambra (SP)";"..";"-";"-";"240";"100";"5850";"2310";"-"
"3519071";"Hortolândia (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3519105";"Iacanga (SP)";"..";"-";"-";"-";"-";"1500";"-";"-"
"3519204";"Iacri (SP)";"..";"-";"-";"36";"3000";"4034";"-";"-"
"3519253";"Iaras (SP)";"..";"-";"-";"277";"300";"2821";"1840";"216"
"3519303";"Ibaté (SP)";"..";"-";"-";"-";"-";"403";"450";"-"
"3519402";"Ibirá (SP)";"..";"-";"-";"-";"1500";"7346";"-";"-"
"3519501";"Ibirarema (SP)";"..";"-";"-";"84";"24000";"32400";"37842";"871"
"3519600";"Ibitinga (SP)";"..";"-";"-";"-";"800";"8118";"3240";"-"
"3519709";"Ibiúna (SP)";"..";"-";"6";"630";"2000";"8380";"750";"-"
"3519808";"Icém (SP)";"..";"-";"-";"-";"-";"5850";"-";"-"
"3519907";"Iepê (SP)";"..";"-";"-";"-";"648";"34722";"29750";"-"
"3520004";"Igaraçu do Tietê (SP)";"..";"-";"-";"-";"-";"36";"-";"-"
"3520103";"Igarapava (SP)";"..";"-";"-";"-";"750";"4932";"7200";"-"
"3520202";"Igaratá (SP)";"..";"-";"-";"5";"130";"-";"-";"-"
"3520301";"Iguape (SP)";"..";"-";"5820";"60";"3700";"120";"-";"-"
"3520400";"Ilhabela (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3520442";"Ilha Solteira (SP)";"..";"-";"-";"101";"180";"2460";"1014";"-"
"3520509";"Indaiatuba (SP)";"..";"-";"-";"1080";"270";"4500";"168";"27"
"3520608";"Indiana (SP)";"..";"-";"-";"-";"1056";"442";"-";"-"
"3520707";"Indiaporã (SP)";"..";"-";"-";"-";"-";"3000";"1200";"-"
"3520806";"Inúbia Paulista (SP)";"..";"-";"-";"-";"-";"42";"90";"-"
"3520905";"Ipaussu (SP)";"..";"-";"-";"-";"-";"5130";"4158";"-"
"3521002";"Iperó (SP)";"..";"-";"-";"-";"1794";"-";"-";"-"
"3521101";"Ipeúna (SP)";"..";"-";"-";"-";"655";"800";"-";"-"
"3521150";"Ipiguá (SP)";"..";"-";"-";"-";"90";"1800";"-";"-"
"3521200";"Iporanga (SP)";"..";"-";"190";"80";"1050";"400";"-";"-"
"3521309";"Ipuã (SP)";"..";"-";"-";"303";"175";"13767";"39686";"-"
"3521408";"Iracemápolis (SP)";"..";"-";"9";"-";"-";"240";"934";"-"
"3521507";"Irapuã (SP)";"..";"-";"-";"35";"-";"15725";"510";"-"
"3521606";"Irapuru (SP)";"..";"-";"-";"77";"540";"1278";"-";"-"
"3521705";"Itaberá (SP)";"..";"-";"180";"18050";"1080";"162830";"193200";"65000"
"3521804";"Itaí (SP)";"..";"3000";"-";"19800";"1800";"89200";"58500";"12800"
"3521903";"Itajobi (SP)";"..";"-";"-";"8";"160";"1698";"-";"-"
"3522000";"Itaju (SP)";"..";"-";"-";"18";"-";"3720";"1200";"-"
"3522109";"Itanhaém (SP)";"..";"-";"-";"-";"240";"-";"-";"-"
"3522158";"Itaoca (SP)";"..";"-";"8";"17";"327";"158";"-";"-"
"3522208";"Itapecerica da Serra (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3522307";"Itapetininga (SP)";"..";"-";"-";"4800";"2000";"107000";"72000";"12000"
"3522406";"Itapeva (SP)";"..";"1350";"2880";"63000";"1350";"326000";"337800";"105000"
"3522505";"Itapevi (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3522604";"Itapira (SP)";"..";"-";"-";"6";"3788";"7214";"555";"-"
"3522653";"Itapirapuã Paulista (SP)";"..";"-";"4";"60";"225";"205";"-";"-"
"3522703";"Itápolis (SP)";"..";"-";"-";"-";"10500";"30800";"12600";"-"
"3522802";"Itaporanga (SP)";"..";"-";"-";"1018";"-";"39840";"9158";"2480"
"3522901";"Itapuí (SP)";"..";"-";"-";"-";"-";"1658";"1314";"-"
"3523008";"Itapura (SP)";"..";"-";"-";"924";"143";"6856";"3936";"-"
"3523107";"Itaquaquecetuba (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3523206";"Itararé (SP)";"..";"-";"-";"8049";"616";"53742";"66500";"30400"
"3523305";"Itariri (SP)";"..";"-";"-";"-";"810";"-";"-";"-"
"3523404";"Itatiba (SP)";"..";"-";"-";"30";"96";"4320";"210";"-"
"3523503";"Itatinga (SP)";"..";"-";"-";"414";"228";"13680";"5040";"-"
"3523602";"Itirapina (SP)";"..";"-";"-";"10";"28";"1649";"780";"-"
"3523701";"Itirapuã (SP)";"..";"-";"-";"48";"-";"900";"60";"-"
"3523800";"Itobi (SP)";"..";"-";"-";"4702";"-";"25080";"-";"-"
"3523909";"Itu (SP)";"..";"-";"-";"30";"-";"3000";"-";"-"
"3524006";"Itupeva (SP)";"..";"-";"-";"3";"1000";"3360";"-";"-"
"3524105";"Ituverava (SP)";"..";"-";"-";"494";"-";"9689";"34647";"-"
"3524204";"Jaborandi (SP)";"..";"-";"240";"117";"-";"7682";"8220";"-"
"3524303";"Jaboticabal (SP)";"..";"-";"-";"24";"707";"9000";"11010";"-"
"3524402";"Jacareí (SP)";"..";"-";"-";"13";"104";"-";"-";"-"
"3524501";"Jaci (SP)";"..";"-";"-";"-";"1260";"2940";"288";"-"
"3524600";"Jacupiranga (SP)";"..";"-";"300";"-";"320";"350";"-";"-"
"3524709";"Jaguariúna (SP)";"..";"-";"-";"36";"250";"2970";"72";"-"
"3524808";"Jales (SP)";"..";"-";"-";"2";"750";"1110";"-";"-"
"3524907";"Jambeiro (SP)";"..";"-";"12";"90";"-";"-";"-";"-"
"3525003";"Jandira (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3525102";"Jardinópolis (SP)";"..";"-";"-";"28";"140";"1398";"10800";"-"
"3525201";"Jarinu (SP)";"..";"-";"-";"7";"240";"1980";"-";"-"
"3525300";"Jaú (SP)";"..";"-";"44";"-";"100";"2431";"8140";"-"
"3525409";"Jeriquara (SP)";"..";"-";"-";"84";"20";"3480";"1020";"-"
"3525508";"Joanópolis (SP)";"..";"-";"-";"14";"57";"680";"-";"-"
"3525607";"João Ramalho (SP)";"..";"-";"-";"-";"9150";"123";"3063";"-"
"3525706";"José Bonifácio (SP)";"..";"-";"-";"115";"760";"21900";"15600";"-"
"3525805";"Júlio Mesquita (SP)";"..";"-";"-";"-";"-";"1200";"-";"-"
"3525854";"Jumirim (SP)";"..";"-";"-";"48";"-";"1008";"90";"-"
"3525904";"Jundiaí (SP)";"..";"-";"2";"26";"1600";"780";"-";"-"
"3526001";"Junqueirópolis (SP)";"..";"-";"-";"45";"60";"1650";"-";"-"
"3526100";"Juquiá (SP)";"..";"-";"15";"4";"1080";"40";"-";"-"
"3526209";"Juquitiba (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3526308";"Lagoinha (SP)";"..";"-";"-";"15";"224";"1450";"-";"-"
"3526407";"Laranjal Paulista (SP)";"..";"-";"-";"-";"-";"19896";"1008";"-"
"3526506";"Lavínia (SP)";"..";"-";"-";"-";"-";"2520";"405";"-"
"3526605";"Lavrinhas (SP)";"..";"-";"6";"30";"220";"92";"-";"-"
"3526704";"Leme (SP)";"..";"900";"-";"-";"190";"28800";"2700";"-"
"3526803";"Lençóis Paulista (SP)";"..";"-";"-";"-";"-";"720";"3975";"-"
"3526902";"Limeira (SP)";"..";"-";"-";"-";"600";"720";"270";"80"
"3527009";"Lindóia (SP)";"..";"-";"-";"8";"-";"207";"14";"-"
"3527108";"Lins (SP)";"..";"-";"-";"-";"-";"4536";"1080";"-"
"3527207";"Lorena (SP)";"..";"-";"-";"18";"-";"-";"42";"-"
"3527256";"Lourdes (SP)";"..";"-";"-";"-";"-";"2100";"2240";"-"
"3527306";"Louveira (SP)";"..";"-";"-";"4";"217";"182";"-";"-"
"3527405";"Lucélia (SP)";"..";"-";"-";"-";"290";"240";"280";"-"
"3527504";"Lucianópolis (SP)";"..";"-";"-";"-";"9380";"600";"1200";"-"
"3527603";"Luís Antônio (SP)";"..";"-";"-";"-";"-";"1440";"1200";"-"
"3527702";"Luiziânia (SP)";"..";"-";"-";"-";"663";"834";"-";"-"
"3527801";"Lupércio (SP)";"..";"-";"-";"2";"4830";"1280";"1560";"-"
"3527900";"Lutécia (SP)";"..";"-";"-";"-";"23540";"4094";"11520";"-"
"3528007";"Macatuba (SP)";"..";"-";"-";"-";"40";"3600";"1459";"-"
"3528106";"Macaubal (SP)";"..";"-";"-";"90";"34";"1740";"90";"-"
"3528205";"Macedônia (SP)";"..";"-";"-";"-";"-";"1500";"1260";"-"
"3528304";"Magda (SP)";"..";"-";"-";"-";"-";"2304";"84";"-"
"3528403";"Mairinque (SP)";"..";"-";"-";"-";"240";"1800";"1080";"-"
"3528502";"Mairiporã (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3528601";"Manduri (SP)";"..";"-";"-";"8895";"-";"22206";"6661";"-"
"3528700";"Marabá Paulista (SP)";"..";"105";"-";"-";"9100";"4740";"-";"-"
"3528809";"Maracaí (SP)";"..";"-";"-";"-";"4578";"131980";"78000";"73"
"3528858";"Marapoama (SP)";"..";"-";"-";"-";"-";"420";"-";"-"
"3528908";"Mariápolis (SP)";"..";"-";"-";"216";"1300";"420";"-";"-"
"3529005";"Marília (SP)";"..";"-";"-";"-";"1656";"8000";"-";"-"
"3529104";"Marinópolis (SP)";"..";"-";"-";"-";"160";"225";"-";"-"
"3529203";"Martinópolis (SP)";"..";"648";"-";"-";"40000";"10800";"6084";"-"
"3529302";"Matão (SP)";"..";"-";"-";"-";"600";"8796";"1440";"-"
"3529401";"Mauá (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3529500";"Mendonça (SP)";"..";"-";"-";"-";"-";"3960";"180";"-"
"3529609";"Meridiano (SP)";"..";"-";"-";"-";"-";"2490";"296";"-"
"3529658";"Mesópolis (SP)";"..";"-";"-";"-";"82";"1824";"960";"-"
"3529708";"Miguelópolis (SP)";"..";"-";"-";"4287";"180";"37211";"60240";"-"
"3529807";"Mineiros do Tietê (SP)";"..";"-";"-";"-";"635";"344";"1299";"-"
"3529906";"Miracatu (SP)";"..";"-";"-";"-";"150";"-";"-";"-"
"3530003";"Mira Estrela (SP)";"..";"-";"-";"-";"-";"3900";"200";"-"
"3530102";"Mirandópolis (SP)";"..";"-";"-";"18";"-";"800";"-";"-"
"3530201";"Mirante do Paranapanema (SP)";"..";"-";"-";"-";"2250";"4200";"3600";"-"
"3530300";"Mirassol (SP)";"..";"-";"-";"99";"750";"2925";"3240";"-"
"3530409";"Mirassolândia (SP)";"..";"-";"-";"-";"750";"680";"-";"-"
"3530508";"Mococa (SP)";"..";"-";"-";"700";"-";"36720";"-";"-"
"3530607";"Mogi das Cruzes (SP)";"..";"-";"-";"35";"1100";"112";"-";"-"
"3530706";"Mogi Guaçu (SP)";"..";"974";"-";"1170";"37701";"30720";"960";"-"
"3530805";"Mogi Mirim (SP)";"..";"-";"-";"150";"41700";"27840";"1260";"-"
"3530904";"Mombuca (SP)";"..";"-";"-";"-";"-";"600";"67";"-"
"3531001";"Monções (SP)";"..";"-";"-";"-";"-";"270";"1320";"-"
"3531100";"Mongaguá (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3531209";"Monte Alegre do Sul (SP)";"..";"-";"-";"6";"90";"1290";"-";"-"
"3531308";"Monte Alto (SP)";"..";"-";"-";"40";"1440";"7200";"960";"-"
"3531407";"Monte Aprazível (SP)";"..";"-";"-";"-";"68";"3220";"600";"-"
"3531506";"Monte Azul Paulista (SP)";"..";"-";"-";"-";"48";"1200";"360";"-"
"3531605";"Monte Castelo (SP)";"..";"36";"-";"29";"32";"270";"300";"-"
"3531704";"Monteiro Lobato (SP)";"..";"-";"-";"24";"-";"-";"-";"-"
"3531803";"Monte Mor (SP)";"..";"-";"-";"-";"-";"6000";"400";"-"
"3531902";"Morro Agudo (SP)";"..";"-";"-";"-";"-";"15804";"44195";"-"
"3532009";"Morungaba (SP)";"..";"-";"-";"25";"-";"5600";"-";"-"
"3532058";"Motuca (SP)";"..";"-";"-";"100";"300";"476";"2232";"-"
"3532108";"Murutinga do Sul (SP)";"..";"-";"-";"-";"-";"595";"-";"-"
"3532157";"Nantes (SP)";"..";"-";"-";"-";"60";"27000";"29000";"-"
"3532207";"Narandiba (SP)";"..";"-";"-";"-";"-";"2090";"-";"-"
"3532306";"Natividade da Serra (SP)";"..";"-";"-";"20";"450";"150";"-";"-"
"3532405";"Nazaré Paulista (SP)";"..";"-";"11";"10";"180";"1620";"-";"-"
"3532504";"Neves Paulista (SP)";"..";"-";"-";"-";"51";"960";"112";"-"
"3532603";"Nhandeara (SP)";"..";"-";"-";"-";"-";"3080";"930";"-"
"3532702";"Nipoã (SP)";"..";"-";"-";"-";"136";"504";"90";"-"
"3532801";"Nova Aliança (SP)";"..";"-";"-";"-";"180";"3960";"231";"-"
"3532827";"Nova Campina (SP)";"..";"-";"-";"78";"200";"2600";"680";"224"
"3532843";"Nova Canaã Paulista (SP)";"..";"-";"-";"-";"161";"240";"-";"-"
"3532868";"Nova Castilho (SP)";"..";"-";"-";"95";"-";"2160";"1080";"-"
"3532900";"Nova Europa (SP)";"..";"-";"-";"-";"-";"2700";"810";"-"
"3533007";"Nova Granada (SP)";"..";"-";"-";"20";"200";"13000";"3240";"-"
"3533106";"Nova Guataporanga (SP)";"..";"-";"-";"-";"-";"84";"-";"-"
"3533205";"Nova Independência (SP)";"..";"-";"-";"-";"-";"126";"-";"-"
"3533254";"Novais (SP)";"..";"-";"-";"-";"-";"900";"1620";"-"
"3533304";"Nova Luzitânia (SP)";"..";"-";"-";"-";"-";"105";"-";"-"
"3533403";"Nova Odessa (SP)";"..";"-";"-";"-";"-";"-";"-";"-"
"3533502";"Novo Horizonte (SP)";"..";"-";"-";"175";"600";"7392";"-";"-"
"3533601";"Nuporanga (SP)";"..";"-";"-";"-";"-";"6600";"14400";"-"
"3533700";"Ocauçu (SP)";"..";"-";"-";"1440";"90200";"1440";"3800";"-"
"3533809";"Óleo (SP)";"..";"-";"-";"-";"-";"14880";"5856";"-"
"3533908";"Olímpia (SP)";"..";"-";"-";"-";"310";"3780";"-";"-"
"3534005";"Onda Verde (SP)";"..";"-";"-";"-";"-";"1103";"150";"-"
"3534104";"Oriente (SP)";"..";"-";"-";"-";"-";"270";"-";"-"
"3534203";"Orindiúva (SP)";"..";"-";"-";"-";"-";"1548";"4950";"-"
"3534302";"Orlândia (SP)";"..";"-";"-";"-";"-";"552";"7380";"-"
"3534401";"Osasco (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3534500";"Oscar Bressane (SP)";"..";"-";"-";"-";"5360";"1410";"288";"-"
"3534609";"Osvaldo Cruz (SP)";"..";"-";"-";"10";"210";"995";"264";"-"
"3534708";"Ourinhos (SP)";"..";"-";"-";"-";"800";"12810";"11880";"-"
"3534757";"Ouroeste (SP)";"..";"-";"-";"-";"-";"3840";"3600";"-"
"3534807";"Ouro Verde (SP)";"..";"-";"-";"-";"60";"120";"-";"-"
"3534906";"Pacaembu (SP)";"..";"-";"-";"60";"360";"3600";"114";"-"
"3535002";"Palestina (SP)";"..";"-";"-";"-";"-";"19200";"6841";"-"
"3535101";"Palmares Paulista (SP)";"..";"-";"-";"-";"480";"480";"540";"-"
"3535200";"Palmeira d'Oeste (SP)";"..";"-";"-";"-";"400";"380";"-";"-"
"3535309";"Palmital (SP)";"..";"-";"-";"240";"6250";"90519";"93636";"1320"
"3535408";"Panorama (SP)";"..";"-";"-";"-";"-";"800";"-";"-"
"3535507";"Paraguaçu Paulista (SP)";"..";"-";"-";"-";"10256";"8000";"13200";"-"
"3535606";"Paraibuna (SP)";"..";"-";"-";"30";"-";"-";"-";"-"
"3535705";"Paraíso (SP)";"..";"-";"-";"14";"400";"480";"360";"-"
"3535804";"Paranapanema (SP)";"..";"840";"-";"20160";"-";"92295";"81150";"17160"
"3535903";"Paranapuã (SP)";"..";"-";"-";"-";"125";"619";"178";"-"
"3536000";"Parapuã (SP)";"..";"-";"-";"-";"14550";"3000";"2700";"-"
"3536109";"Pardinho (SP)";"..";"-";"-";"3174";"-";"6870";"4500";"1620"
"3536208";"Pariquera-Açu (SP)";"..";"-";"27";"12";"1250";"525";"-";"-"
"3536257";"Parisi (SP)";"..";"-";"-";"-";"160";"2358";"-";"-"
"3536307";"Patrocínio Paulista (SP)";"..";"-";"-";"90";"400";"6480";"3000";"-"
"3536406";"Paulicéia (SP)";"..";"-";"-";"50";"100";"72";"150";"-"
"3536505";"Paulínia (SP)";"..";"-";"-";"-";"-";"300";"-";"-"
"3536570";"Paulistânia (SP)";"..";"-";"-";"-";"-";"1800";"-";"-"
"3536604";"Paulo de Faria (SP)";"..";"-";"-";"-";"-";"13440";"5520";"-"
"3536703";"Pederneiras (SP)";"..";"-";"-";"-";"-";"5700";"5400";"-"
"3536802";"Pedra Bela (SP)";"..";"-";"-";"58";"-";"9100";"300";"480"
"3536901";"Pedranópolis (SP)";"..";"-";"-";"-";"-";"800";"800";"-"
"3537008";"Pedregulho (SP)";"..";"-";"24";"101";"60";"6750";"1800";"-"
"3537107";"Pedreira (SP)";"..";"-";"-";"2";"375";"250";"-";"-"
"3537156";"Pedrinhas Paulista (SP)";"..";"-";"1680";"140";"-";"36236";"23316";"-"
"3537206";"Pedro de Toledo (SP)";"..";"-";"-";"-";"340";"-";"-";"-"
"3537305";"Penápolis (SP)";"..";"-";"-";"-";"270";"1680";"900";"-"
"3537404";"Pereira Barreto (SP)";"..";"-";"-";"-";"1120";"9084";"4077";"-"
"3537503";"Pereiras (SP)";"..";"-";"-";"-";"-";"1500";"-";"-"
"3537602";"Peruíbe (SP)";"..";"-";"-";"-";"1528";"-";"-";"-"
"3537701";"Piacatu (SP)";"..";"-";"-";"-";"-";"1200";"300";"-"
"3537800";"Piedade (SP)";"..";"-";"-";"36";"600";"6720";"400";"200"
"3537909";"Pilar do Sul (SP)";"..";"-";"-";"3450";"85";"71700";"26040";"4200"
"3538006";"Pindamonhangaba (SP)";"..";"-";"3025";"15";"-";"3500";"468";"-"
"3538105";"Pindorama (SP)";"..";"-";"-";"-";"880";"540";"-";"-"
"3538204";"Pinhalzinho (SP)";"..";"-";"-";"105";"510";"6000";"-";"-"
"3538303";"Piquerobi (SP)";"..";"-";"-";"-";"200";"2133";"1012";"-"
"3538501";"Piquete (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3538600";"Piracaia (SP)";"..";"-";"-";"22";"124";"625";"-";"-"
"3538709";"Piracicaba (SP)";"..";"-";"9";"117";"3300";"11150";"1200";"48"
"3538808";"Piraju (SP)";"..";"-";"-";"1845";"-";"23400";"21000";"1500"
"3538907";"Pirajuí (SP)";"..";"-";"-";"-";"-";"3200";"3600";"-"
"3539004";"Pirangi (SP)";"..";"-";"-";"-";"450";"1800";"252";"-"
"3539103";"Pirapora do Bom Jesus (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3539202";"Pirapozinho (SP)";"..";"-";"-";"-";"462";"690";"412";"-"
"3539301";"Pirassununga (SP)";"..";"1198";"-";"360";"3000";"30006";"16500";"-"
"3539400";"Piratininga (SP)";"..";"-";"-";"5";"366";"200";"270";"-"
"3539509";"Pitangueiras (SP)";"..";"-";"-";"21";"176";"1137";"3740";"-"
"3539608";"Planalto (SP)";"..";"-";"-";"-";"-";"2448";"405";"-"
"3539707";"Platina (SP)";"..";"-";"-";"263";"18770";"41982";"30000";"144"
"3539806";"Poá (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3539905";"Poloni (SP)";"..";"-";"-";"-";"-";"2820";"196";"-"
"3540002";"Pompéia (SP)";"..";"-";"-";"-";"68";"2400";"150";"-"
"3540101";"Pongaí (SP)";"..";"-";"-";"-";"-";"1608";"90";"-"
"3540200";"Pontal (SP)";"..";"-";"-";"-";"-";"960";"2640";"-"
"3540259";"Pontalinda (SP)";"..";"-";"-";"1";"240";"1608";"285";"-"
"3540309";"Pontes Gestal (SP)";"..";"-";"-";"-";"-";"2580";"4470";"-"
"3540408";"Populina (SP)";"..";"-";"-";"-";"-";"864";"96";"-"
"3540507";"Porangaba (SP)";"..";"-";"-";"-";"-";"5152";"-";"-"
"3540606";"Porto Feliz (SP)";"..";"-";"-";"50";"1650";"2750";"840";"-"
"3540705";"Porto Ferreira (SP)";"..";"-";"7";"158";"15";"18000";"1800";"-"
"3540754";"Potim (SP)";"..";"-";"2100";"-";"-";"-";"-";"-"
"3540804";"Potirendaba (SP)";"..";"-";"-";"148";"1500";"7450";"720";"-"
"3540853";"Pracinha (SP)";"..";"-";"-";"-";"696";"144";"396";"-"
"3540903";"Pradópolis (SP)";"..";"-";"8";"30";"960";"1550";"27";"-"
"3541000";"Praia Grande (SP)";"..";"...";"...";"...";"...";"...";"...";"..."
"3541059";"Pratânia (SP)";"..";"-";"-";"-";"-";"3720";"932";"-"
"3541109";"Presidente Alves (SP)";"..";"-";"-";"-";"-";"1035";"-";"-"
"3541208";"Presidente Bernardes (SP)";"..";"-";"-";"-";"780";"7020";"6755";"-"
"3541307";"Presidente Epitácio (SP)";"..";"-";"-";"42";"4920";"1360";"360";"-"
"3541406";"Presidente Prudente (SP)";"..";"-";"-";"-";"1250";"750";"-";"-"
